gid,role,role_score,cluster_id,priority_score,evidence,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pass_through,pagerank,betweenness,n_seed_payers,n_seed_upstream,component_id,depth,is_seed,truncated,verified_sink
100000004006327100,peripheral,1.0000,3,0.3529,получил 300 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,300000,0,3,0,0.0000,0.000551933,0,0,1,0,4,false,true,false
100000007865484100,peripheral,1.0000,39,0.3851,получил 585 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,584600,0,2,0,0.0000,0.000364128,0,0,2,0,4,false,true,false
100000005367180100,peripheral,1.0000,5,0.2233,получил 8 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,7700,0,1,0,0.0000,0.0007775,0,0,1,0,4,false,true,false
100000001669260100,peripheral,1.0000,5,0.3656,получил 500 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,500000,0,1,0,0.0000,0.000556729,0,0,1,0,4,false,true,false
100000001297206100,peripheral,1.0000,1,0.1615,получил 7 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,6758,0,1,0,0.0000,0.000296892,0,0,1,0,4,false,true,false
100000002645046100,peripheral,1.0000,8,0.1621,получил 12 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,12000,0,1,0,0.0000,0.000290417,0,0,1,0,4,false,true,false
100000006308406100,peripheral,1.0000,19,0.3347,получил 183 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,183000,0,2,0,0.0000,0.000535798,0,0,1,0,4,false,true,false
100000002728246100,peripheral,1.0000,6,0.2759,получил 10 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,10000,0,1,0,0.0000,0.00053542,0,0,3,0,4,false,true,false
100000001590795100,peripheral,1.0000,8,0.1302,получил 5 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,5060,0,1,0,0.0000,0.000286727,0,0,1,0,4,false,true,false
100000006257675100,peripheral,1.0000,19,0.2855,получил 70 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,70000,0,2,0,0.0000,0.000380339,0,0,1,0,4,false,true,false
100000002130400100,peripheral,1.0000,35,0.1879,получил 10 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,10000,0,1,0,0.0000,0.000315778,0,0,1,0,4,false,true,false
100000000557536100,peripheral,1.0000,34,0.3398,получил 153 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,153000,0,7,0,0.0000,0.000299141,0,0,3,0,4,false,true,false
100000002689717100,peripheral,1.0000,8,0.2800,получил 48 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,47500,0,1,0,0.0000,0.000301683,0,0,2,0,4,false,true,false
100000005189258100,peripheral,1.0000,6,0.2554,получил 50 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,50000,0,1,0,0.0000,0.000314206,0,0,1,0,4,false,true,false
100000002748511100,peripheral,1.0000,4,0.2490,получил 20 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,20000,0,1,0,0.0000,0.000563363,0,0,1,0,4,false,true,false
100000002371892100,peripheral,1.0000,4,0.2398,получил 44 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,43830,0,1,0,0.0000,0.000304859,0,0,1,0,4,false,true,false
100000008130868100,peripheral,1.0000,11,0.2420,получил 23 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,22782,0,1,0,0.0000,0.000448978,0,0,1,0,4,false,true,false
100000007153161100,peripheral,1.0000,1,0.3160,получил 45 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,44997,0,1,0,0.0000,0.000527808,0,0,2,0,4,false,true,false
100000002994441100,peripheral,1.0000,5,0.2077,получил 5 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,5000,0,1,0,0.0000,0.000549916,0,0,1,0,4,false,true,false
100000001065481100,peripheral,1.0000,12,0.2252,получил 16 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,16000,0,2,0,0.0000,0.000429736,0,0,1,0,4,false,true,false
100000007731977100,peripheral,1.0000,1,0.3013,получил 50 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,50000,0,1,0,0.0000,0.000334905,0,0,2,0,4,false,true,false
100000003252446100,peripheral,1.0000,3,0.2713,получил 109 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,108600,0,1,0,0.0000,0.000298361,0,0,1,0,4,false,true,false
100000002671326100,peripheral,1.0000,3,0.3772,получил 1.1 млн KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,1050000,0,2,0,0.0000,0.000625496,0,0,1,0,4,false,true,false
100000005087923100,peripheral,1.0000,25,0.2368,получил 20 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,20000,0,1,0,0.0000,0.000457725,0,0,1,0,4,false,true,false
100000008770483100,peripheral,1.0000,46,0.1694,получил 5 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,5000,0,1,0,0.0000,0.000287338,0,0,2,0,4,false,true,false
100000002748040100,peripheral,1.0000,8,0.2168,получил 18 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,18000,0,1,0,0.0000,0.000290724,0,0,2,0,4,false,true,false
100000004800648100,peripheral,1.0000,9,0.2990,получил 131 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,131000,0,1,0,0.0000,0.00033496,0,0,1,0,4,false,true,false
100000005025629100,peripheral,1.0000,6,0.2303,получил 5 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,5227,0,1,0,0.0000,0.000312429,0,0,3,0,4,false,true,false
100000000581682100,peripheral,1.0000,26,0.1387,получил 5 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,5000,0,1,0,0.0000,0.000289283,0,0,1,0,4,false,true,false
100000004976946100,peripheral,1.0000,39,0.3522,получил 246 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,246000,0,1,0,0.0000,0.000317739,0,0,2,0,4,false,true,false
100000000957746100,peripheral,1.0000,14,0.2427,получил 5 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,5300,0,1,0,0.0000,0.000345341,0,0,3,0,4,false,true,false
100000003001138100,peripheral,1.0000,26,0.2338,получил 30 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,30000,0,1,0,0.0000,0.000315511,0,0,1,0,4,false,true,false
100000001325618100,peripheral,1.0000,8,0.1490,получил 9 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,9300,0,1,0,0.0000,0.000288981,0,0,1,0,4,false,true,false
100000003792647100,peripheral,1.0000,6,0.2575,получил 8 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,8000,0,1,0,0.0000,0.000397835,0,0,3,0,4,false,true,false
100000004107228100,peripheral,1.0000,2,0.1681,получил 5 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,5000,0,1,0,0.0000,0.000287155,0,0,2,0,4,false,true,false
100000003500764100,peripheral,1.0000,14,0.3016,получил 21 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,21000,0,1,0,0.0000,0.000526937,0,0,3,0,4,false,true,false
100000004261340100,peripheral,1.0000,1,0.3014,получил 48 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,48500,0,4,0,0.0000,0.000345436,0,0,2,0,4,false,true,false
100000008172721100,peripheral,1.0000,5,0.3187,получил 168 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,168335,0,1,0,0.0000,0.000392957,0,0,1,0,4,false,true,false
100000005079473100,peripheral,1.0000,5,0.2479,получил 39 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,39312,0,1,0,0.0000,0.000324204,0,0,1,0,4,false,true,false
100000004850609100,peripheral,1.0000,6,0.1848,получил 10 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,10000,0,1,0,0.0000,0.000311317,0,0,1,0,4,false,true,false
100000005042822100,peripheral,1.0000,29,0.3614,получил 1.0 млн KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,1000000,0,1,0,0.0000,0.00044986,0,0,1,0,4,false,true,false
100000002794374100,peripheral,1.0000,46,0.3010,получил 111 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,111000,0,1,0,0.0000,0.00036172,0,0,1,0,4,false,true,false
100000002860934100,peripheral,1.0000,26,0.3526,получил 280 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,279500,0,4,0,0.0000,0.000577264,0,0,1,0,4,false,true,false
100000003097947100,peripheral,1.0000,5,0.2615,получил 53 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,52980,0,1,0,0.0000,0.000318317,0,0,1,0,4,false,true,false
100000004260869100,peripheral,1.0000,4,0.2309,получил 10 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,10000,0,1,0,0.0000,0.000836493,0,0,1,0,4,false,true,false
100000008762885100,peripheral,1.0000,3,0.1309,получил 7 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,7000,0,1,0,0.0000,0.000285721,0,0,1,0,4,false,true,false
100000002986245100,peripheral,1.0000,8,0.1340,получил 6 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,5750,0,1,0,0.0000,0.000287094,0,0,1,0,4,false,true,false
100000001471706100,peripheral,1.0000,17,0.3554,получил 377 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,377000,0,8,0,0.0000,0.000536914,0,0,1,0,4,false,true,false
100000002304943100,peripheral,1.0000,19,0.1916,получил 15 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,15000,0,1,0,0.0000,0.000304673,0,0,1,0,4,false,true,false
100000002695812100,peripheral,1.0000,8,0.3211,получил 95 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,95000,0,1,0,0.0000,0.000319328,0,0,2,0,4,false,true,false
100000008761220100,peripheral,1.0000,3,0.1755,получил 10 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,10000,0,1,0,0.0000,0.000285344,0,0,2,0,4,false,true,false
100000004890713100,peripheral,1.0000,8,0.2698,получил 40 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,40485,0,1,0,0.0000,0.000299077,0,0,2,0,4,false,true,false
100000003083865100,peripheral,1.0000,8,0.2046,получил 15 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,15000,0,1,0,0.0000,0.00028961,0,0,2,0,4,false,true,false
100000004030553100,peripheral,1.0000,5,0.2983,получил 70 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,70000,0,1,0,0.0000,0.000527693,0,0,1,0,4,false,true,false
100000002653187100,peripheral,1.0000,9,0.2243,получил 15 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,15000,0,1,0,0.0000,0.000469936,0,0,1,0,4,false,true,false
100000006412162100,peripheral,1.0000,8,0.1733,получил 15 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,15000,0,2,0,0.0000,0.000292012,0,0,1,0,4,false,true,false
100000004674178100,peripheral,1.0000,23,0.2017,получил 20 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,20000,0,1,0,0.0000,0.000301097,0,0,1,0,4,false,true,false
100000004070530100,peripheral,1.0000,38,0.2201,получил 20 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,20000,0,1,0,0.0000,0.000285656,0,0,3,0,4,false,true,false
100000006706519100,peripheral,1.0000,1,0.2968,получил 36 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,36000,0,3,0,0.0000,0.000388486,0,0,2,0,4,false,true,false
100000005636951100,peripheral,1.0000,25,0.2840,получил 40 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,40000,0,1,0,0.0000,0.000631413,0,0,1,0,4,false,true,false
100000003040087100,peripheral,1.0000,8,0.2490,получил 29 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,29000,0,1,0,0.0000,0.00029481,0,0,2,0,4,false,true,false
100000008766764100,peripheral,1.0000,3,0.1588,получил 5 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,5000,0,1,0,0.0000,0.000284691,0,0,2,0,4,false,true,false
100000000299820100,peripheral,1.0000,5,0.2110,получил 10 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,10000,0,1,0,0.0000,0.000447548,0,0,1,0,4,false,true,false
100000008349740100,peripheral,1.0000,34,0.2964,получил 70 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,70000,0,2,0,0.0000,0.000290947,0,0,3,0,4,false,true,false
100000008761132100,peripheral,1.0000,3,0.1755,получил 10 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,10000,0,1,0,0.0000,0.000285344,0,0,2,0,4,false,true,false
100000002540033100,peripheral,1.0000,18,0.2251,получил 10 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,10000,0,1,0,0.0000,0.000592416,0,0,1,0,4,false,true,false
100000001845505100,peripheral,1.0000,5,0.2884,получил 20 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,20000,0,1,0,0.0000,0.000588641,0,0,2,0,4,false,true,false
100000003782913100,peripheral,1.0000,13,0.2901,получил 200 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,200000,0,1,0,0.0000,0.000297785,0,0,1,0,4,false,true,false
100000008778753100,peripheral,1.0000,23,0.1627,получил 10 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,10000,0,1,0,0.0000,0.000292567,0,0,1,0,4,false,true,false
100000008710913100,peripheral,1.0000,3,0.1889,получил 14 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,14000,0,1,0,0.0000,0.000286563,0,0,2,0,4,false,true,false
100000005495211100,peripheral,1.0000,1,0.2714,получил 14 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,14500,0,1,0,0.0000,0.000556533,0,0,2,0,4,false,true,false
100000004013952100,peripheral,1.0000,1,0.2071,получил 6 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,5500,0,1,0,0.0000,0.000529982,0,0,1,0,4,false,true,false
100000007330432100,peripheral,1.0000,4,0.3648,получил 585 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,584900,0,1,0,0.0000,0.000534951,0,0,1,0,4,false,true,false
100000000737152100,peripheral,1.0000,1,0.3061,получил 35 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,35000,0,1,0,0.0000,0.000342565,0,0,3,0,4,false,true,false
100000004674389100,peripheral,1.0000,10,0.2110,получил 15 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,15000,0,1,0,0.0000,0.000350009,0,0,1,0,4,false,true,false
100000002529877100,peripheral,1.0000,11,0.3019,получил 232 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,232000,0,1,0,0.0000,0.00030417,0,0,1,0,4,false,true,false
100000004035925100,peripheral,1.0000,62,0.3627,получил 1.1 млн KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,1111588,0,2,0,0.0000,0.000459722,0,0,1,0,4,false,true,false
100000002188586100,peripheral,1.0000,8,0.2659,получил 38 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,38310,0,1,0,0.0000,0.000298269,0,0,2,0,4,false,true,false
100000008050986100,peripheral,1.0000,6,0.3329,получил 95 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,95000,0,2,0,0.0000,0.000310101,0,0,3,0,4,false,true,false
100000004777215100,peripheral,1.0000,19,0.3261,получил 60 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,60000,0,1,0,0.0000,0.000462335,0,0,2,0,4,false,true,false
100000000926078100,peripheral,1.0000,5,0.3786,получил 250 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,250000,0,1,0,0.0000,0.000513417,0,0,2,0,4,false,true,false
100000003486846100,peripheral,1.0000,4,0.2591,получил 27 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,27000,0,2,0,0.0000,0.000527998,0,0,1,0,4,false,true,false
100000002516862100,peripheral,1.0000,58,0.2851,получил 82 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,81710,0,5,0,0.0000,0.00034748,0,0,1,0,4,false,true,false
100000008730238100,peripheral,1.0000,3,0.3238,получил 113 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,113000,0,1,0,0.0000,0.000559843,0,0,1,0,4,false,true,false
100000000803368100,peripheral,1.0000,13,0.3269,получил 140 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,139503,0,1,0,0.0000,0.000545131,0,0,1,0,4,false,true,false
100000002528978100,peripheral,1.0000,8,0.2088,получил 16 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,15900,0,1,0,0.0000,0.000289944,0,0,2,0,4,false,true,false
100000002597074100,peripheral,1.0000,1,0.2149,получил 8 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,8000,0,1,0,0.0000,0.00030873,0,0,2,0,4,false,true,false
100000003631015100,peripheral,1.0000,39,0.3555,получил 266 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,266000,0,1,0,0.0000,0.00032048,0,0,2,0,4,false,true,false
100000008255655100,peripheral,1.0000,14,0.2057,получил 5 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,5400,0,1,0,0.0000,0.000528053,0,0,1,0,4,false,true,false
100000004265639100,peripheral,1.0000,5,0.2222,получил 10 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,10000,0,1,0,0.0000,0.000548975,0,0,1,0,4,false,true,false
100000002726055100,peripheral,1.0000,19,0.1962,получил 10 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,10000,0,1,0,0.0000,0.000338096,0,0,1,0,4,false,true,false
100000003696422100,peripheral,1.0000,29,0.3295,получил 118 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,118000,0,2,0,0.0000,0.000703235,0,0,1,0,4,false,true,false
100000007745062100,peripheral,1.0000,9,0.3595,получил 100 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,100000,0,1,0,0.0000,0.000621254,0,0,2,0,4,false,true,false
100000005041147100,peripheral,1.0000,1,0.2563,получил 10 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,10000,0,1,0,0.0000,0.000530593,0,0,2,0,4,false,true,false
100000003819173100,peripheral,1.0000,5,0.2719,получил 144 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,143777,0,1,0,0.0000,0.000293613,0,0,1,0,4,false,true,false
100000001275557100,peripheral,1.0000,20,0.2235,получил 20 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,20000,0,1,0,0.0000,0.000345704,0,0,1,0,4,false,true,false
100000002706810100,peripheral,1.0000,8,0.2437,получил 45 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,45000,0,1,0,0.0000,0.00030796,0,0,1,0,4,false,true,false
100000002896506100,peripheral,1.0000,6,0.3035,получил 45 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,45000,0,1,0,0.0000,0.000311907,0,0,3,0,4,false,true,false
100000008766031100,peripheral,1.0000,3,0.1596,получил 5 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,5000,0,1,0,0.0000,0.000284939,0,0,2,0,4,false,true,false
100000008758607100,peripheral,1.0000,3,0.1588,получил 5 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,5000,0,1,0,0.0000,0.000284691,0,0,2,0,4,false,true,false
100000008648783100,peripheral,1.0000,8,0.1310,получил 5 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,5200,0,1,0,0.0000,0.000286802,0,0,1,0,4,false,true,false
100000004291663100,peripheral,1.0000,1,0.2580,получил 25 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,25000,0,1,0,0.0000,0.000309471,0,0,2,0,4,false,true,false
100000003037476100,peripheral,0.6500,3,0.4564,получил 555 тыс KZT от 3; исходящие не видны (4-е колено); признаков роли нет,3,0,555000,0,3,0,0.0000,0.000357325,0,0,2,0,4,false,true,false
100000008715513100,peripheral,1.0000,8,0.2264,получил 32 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,32500,0,1,0,0.0000,0.000301315,0,0,1,0,4,false,true,false
100000001276409100,peripheral,1.0000,8,0.3208,получил 95 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,94760,0,1,0,0.0000,0.000319239,0,0,2,0,4,false,true,false
100000003232675100,peripheral,1.0000,12,0.3051,получил 44 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,44000,0,2,0,0.0000,0.00039875,0,0,2,0,4,false,true,false
100000007988344100,peripheral,1.0000,1,0.2682,получил 20 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,20000,0,3,0,0.0000,0.000385257,0,0,2,0,4,false,true,false
100000003047800100,peripheral,1.0000,11,0.2090,получил 12 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,12212,0,1,0,0.0000,0.000372451,0,0,1,0,4,false,true,false
100000003230328100,peripheral,0.6500,5,0.3702,получил 27 тыс KZT от 3; исходящие не видны (4-е колено); признаков роли нет,3,0,26572,0,3,0,0.0000,0.000349714,0,0,3,0,4,false,true,false
100000002702968100,peripheral,1.0000,8,0.2557,получил 32 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,31600,0,1,0,0.0000,0.000295776,0,0,2,0,4,false,true,false
100000004788983100,peripheral,1.0000,1,0.2823,получил 27 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,27000,0,1,0,0.0000,0.000367376,0,0,2,0,4,false,true,false
100000006490615100,peripheral,1.0000,12,0.3032,получил 42 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,41600,0,6,0,0.0000,0.000392493,0,0,2,0,4,false,true,false
100000008745676100,peripheral,1.0000,0,0.2683,получил 35 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,34547,0,1,0,0.0000,0.000527191,0,0,1,1,4,false,true,false
100000001598625100,peripheral,1.0000,5,0.2462,получил 25 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,25000,0,1,0,0.0000,0.000426348,0,0,1,0,4,false,true,false
100000008461217100,peripheral,1.0000,49,0.2417,получил 18 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,18000,0,1,0,0.0000,0.000542322,0,0,1,0,4,false,true,false
100000005711521100,peripheral,1.0000,12,0.3803,получил 238 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,238000,0,1,0,0.0000,0.000530678,0,0,2,0,4,false,true,false
100000002713974100,peripheral,1.0000,5,0.2614,получил 50 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,50000,0,1,0,0.0000,0.000328116,0,0,1,0,4,false,true,false
100000005272139100,peripheral,1.0000,4,0.3411,получил 165 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,165000,0,1,0,0.0000,0.000750572,0,0,1,0,4,false,true,false
100000002968096100,peripheral,1.0000,5,0.3271,получил 70 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,70000,0,1,0,0.0000,0.000317725,0,0,3,0,4,false,true,false
100000004449824100,peripheral,1.0000,8,0.1476,получил 9 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,9000,0,1,0,0.0000,0.000288822,0,0,1,0,4,false,true,false
100000004502048100,peripheral,1.0000,16,0.2049,получил 14 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,13888,0,1,0,0.0000,0.000337823,0,0,1,0,4,false,true,false
100000002660298100,peripheral,1.0000,8,0.2544,получил 31 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,30900,0,1,0,0.0000,0.000295516,0,0,2,0,4,false,true,false
100000001299828100,peripheral,1.0000,1,0.3164,получил 100 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,100000,0,1,0,0.0000,0.000543972,0,0,1,0,4,false,true,false
100000000581662100,peripheral,1.0000,11,0.2056,получил 21 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,21160,0,1,0,0.0000,0.000301269,0,0,1,0,4,false,true,false
100000001249054100,peripheral,1.0000,8,0.2137,получил 17 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,17375,0,1,0,0.0000,0.000290492,0,0,2,0,4,false,true,false
100000008759795100,peripheral,1.0000,8,0.1809,получил 17 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,17000,0,1,0,0.0000,0.000293075,0,0,1,0,4,false,true,false
100000001299443100,peripheral,1.0000,8,0.1443,получил 8 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,8000,0,1,0,0.0000,0.00028829,0,0,1,0,4,false,true,false
100000007997939100,peripheral,1.0000,3,0.2455,получил 13 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,13000,0,1,0,0.0000,0.000355935,0,0,2,0,4,false,true,false
100000003470579100,peripheral,1.0000,24,0.3581,получил 357 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,357000,0,2,0,0.0000,0.000564802,0,0,1,0,4,false,true,false
100000008649416100,peripheral,1.0000,14,0.2037,получил 5 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,5000,0,1,0,0.0000,0.000530566,0,0,1,0,4,false,true,false
100000008183752100,peripheral,1.0000,18,0.3225,получил 140 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,140000,0,1,0,0.0000,0.000527059,0,0,1,0,4,false,true,false
100000003950749100,peripheral,1.0000,4,0.1966,получил 7 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,7000,0,1,0,0.0000,0.000381801,0,0,1,0,4,false,true,false
100000005979037100,peripheral,1.0000,5,0.2686,получил 60 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,60300,0,1,0,0.0000,0.000323054,0,0,1,0,4,false,true,false
100000008734279100,peripheral,1.0000,5,0.2239,получил 32 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,31650,0,1,0,0.0000,0.000299695,0,0,1,0,4,false,true,false
100000005589319100,peripheral,1.0000,2,0.2216,получил 26 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,26000,0,1,0,0.0000,0.000308264,0,0,1,0,4,false,true,false
100000003626268100,peripheral,1.0000,5,0.2024,получил 5 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,5000,0,1,0,0.0000,0.000527751,0,0,1,0,4,false,true,false
100000001220124100,peripheral,1.0000,5,0.3152,получил 40 тыс KZT от 1; исходящие не видны (4-е колено); признаков роли нет,1,0,40000,0,1,0,0.0000,0.000536335,0,0,2,0,4,false,true,false
